osm_type,osm_id,osm_prefixed_id,wikidata_tag,name,operator,board_type,lat,lon,url,raw_tags,wd_status
node,12952012604,n12952012604,Q135087297,SAT Ornö,Stockholm Archipelago Trail,hiking,59.1063109,18.4703117,https://www.openstreetmap.org/node/12952012604,"{""board_type"": ""hiking"", ""destination"": ""SAT Ornö"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/3/36/Orn%C3%B6_norra_korsning_Q135087297.jpg"", ""image:license"": ""CC-0"", ""information"": ""guidepost"", ""name"": ""SAT Ornö"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-orno"", ""wikidata"": ""Q135087297""}",ok
node,13077798237,n13077798237,Q135900081,SAT Arholma,Stockholm Archipelago Trail,hiking,59.8363393,19.0891215,https://www.openstreetmap.org/node/13077798237,"{""board_type"": ""hiking"", ""destination"": ""SAT Arholma"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/SAT_etapp_Arholma_skylt.jpg/1536px-SAT_etapp_Arholma_skylt.jpg"", ""image:license"": ""CC0 1.0"", ""information"": ""guidepost"", ""name"": ""SAT Arholma"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/sat-arholma/"", ""wikidata"": ""Q135900081""}",ok
node,13077967040,n13077967040,Q135900640,SAT Arholma,Stockholm Archipelago Trail,hiking,59.8413978,19.1112052,https://www.openstreetmap.org/node/13077967040,"{""board_type"": ""hiking"", ""destination"": ""SAT Arholma"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/SAT_20250813_Arholma_Vandra_05.jpg/2560px-SAT_20250813_Arholma_Vandra_05.jpg"", ""image:license"": ""CC0 1.0"", ""image:license:wikidata"": ""Q6938433"", ""information"": ""guidepost"", ""name"": ""SAT Arholma"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/sat-arholma/"", ""wikidata"": ""Q135900640""}",ok
node,13078172838,n13078172838,Q135901115,SAT Arholma,Stockholm Archipelago Trail,hiking,59.8454304,19.1208965,https://www.openstreetmap.org/node/13078172838,"{""board_type"": ""hiking"", ""destination"": ""SAT Arholma"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/SAT_Arholma_20250813_vandring_leden_08.jpg/2560px-SAT_Arholma_20250813_vandring_leden_08.jpg"", ""image:license"": ""CC0 1.0"", ""image:license:wikidata"": ""Q6938433"", ""information"": ""guidepost"", ""name"": ""SAT Arholma"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/sat-arholma/"", ""wikidata"": ""Q135901115""}",ok
node,13085694555,n13085694555,Q135916989,SAT Möja,Stockholm Archipelago Trail,hiking,59.4069991,18.8849635,https://www.openstreetmap.org/node/13085694555,"{""board_type"": ""hiking"", ""destination"": ""SAT Möja"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/5/56/SAT_M%C3%B6ja_20250808_02.jpg"", ""image:license"": ""CC-0"", ""image:license:wikidata"": ""Q6938433"", ""information"": ""guidepost"", ""name"": ""SAT Möja"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-moja/"", ""wikidata"": ""Q135916989""}",ok
node,13085756547,n13085756547,Q135917088,SAT Finnhamn,Stockholm Archipelago Trail,hiking,59.4820416,18.8045081,https://www.openstreetmap.org/node/13085756547,"{""board_type"": ""hiking"", ""destination"": ""SAT Finnhamn"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/SAT_Finnhamn_20250812_vandra_02.jpg/2560px-SAT_Finnhamn_20250812_vandra_02.jpg"", ""image:license"": ""CC-0"", ""image:license:wikidata"": ""Q6938433"", ""information"": ""guidepost"", ""name"": ""SAT Finnhamn"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-finnhamn"", ""wikidata"": ""Q135917088""}",ok
node,13097861489,n13097861489,Q135973655,SAT Grinda,Stockholm Archipelago Trail,hiking,59.4073976,18.56342,https://www.openstreetmap.org/node/13097861489,"{""board_type"": ""hiking"", ""destination"": ""SAT Grinda"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/d/db/SAT_Grinda_20250825_Batch_05.jpg"", ""image:license"": ""CC-0"", ""image:license:wikidata"": ""Q6938433"", ""information"": ""guidepost"", ""name"": ""SAT Grinda"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-grinda/"", ""wikidata"": ""Q135973655""}",ok
node,13135709296,n13135709296,Q136214806,SAT Arholma,Stockholm Archipelago Trail,hiking,59.8579176,19.1202708,https://www.openstreetmap.org/node/13135709296,"{""board_type"": ""hiking"", ""destination"": ""SAT Arholma"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/a/ac/SAT_Arholma_20250813_11.jpg"", ""image:license"": ""CC0 1.0"", ""information"": ""guidepost"", ""name"": ""SAT Arholma"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/sat-arholma/"", ""wikidata"": ""Q136214806""}",ok
node,13135735705,n13135735705,Q136214817,SAT Arholma,Stockholm Archipelago Trail,hiking,59.8453256,19.1111945,https://www.openstreetmap.org/node/13135735705,"{""board_type"": ""hiking"", ""destination"": ""SAT Arholma"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/5/5c/Arholma_SAT_20250813_02.jpg"", ""image:license"": ""CC0 1.0"", ""information"": ""guidepost"", ""name"": ""SAT Arholma"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/sat-arholma/"", ""wikidata"": ""Q136214817""}",ok
node,13135751919,n13135751919,Q136214840,SAT Arholma,Stockholm Archipelago Trail,hiking,59.8511662,19.108359,https://www.openstreetmap.org/node/13135751919,"{""board_type"": ""hiking"", ""destination"": ""SAT Arholma"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Arholma_SAT_20250813_03.jpg/3024px-Arholma_SAT_20250813_03.jpg"", ""image:license"": ""CC0 1.0"", ""information"": ""guidepost"", ""name"": ""SAT Arholma"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/sat-arholma/"", ""wikidata"": ""Q136214840""}",ok
node,13158767841,n13158767841,Q136341620,SAT Finnhamn,Stockholm Archipelago Trail,hiking,59.479371,18.8134647,https://www.openstreetmap.org/node/13158767841,"{""board_type"": ""hiking"", ""destination"": ""SAT Finnhamn"", ""image"": ""https://upload.wikimedia.org/wikipedia/commons/4/4a/SAT_Finnhamn_vandringsskylt.jpg"", ""image:license"": ""CC-0"", ""image:license:wikidata"": ""Q6938433"", ""information"": ""guidepost"", ""name"": ""SAT Finnhamn"", ""operator"": ""Stockholm Archipelago Trail"", ""tourism"": ""information"", ""website"": ""https://stockholmarchipelagotrail.com/section/section-finnhamn"", ""wikidata"": ""Q136341620""}",ok
