OBJECTID,GEOMETRIKVALITET,LED_ID,LEDNAMN,BESKRIVNING,LEDMARKERING,LEDTYP,LEDKATEGORI,STATLIGLED,STATLIGLED_ID,SKYDDATOMRADE,SKYDDATOMRADE_ID,LEDLANGD,SHAPE.LEN,metadata_json,longitude_wgs84,latitude_wgs84,geometry_type,length_m,area_m2,osm_link,osm_link_source,wikidata_id,wikidata_link,dataset
12349408,<= 20 meter,30319724,,,,Vandringsled,Barmarksled,,,Långängarna (2001176),2001176,1507,1212.29565192842,"{""OBJECTID"": 12349408, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30319724"", ""LEDNAMN"": null, ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Långängarna (2001176)"", ""SKYDDATOMRADE_ID"": ""2001176"", ""LEDLANGD"": 1507, ""SHAPE.LEN"": 1212.29565192842}",16.672764488535996,60.601187962229794,LineString,1212.2956519293152,0.0,https://www.openstreetmap.org/?mlat=60.6011880&mlon=16.6727645#map=18/60.6011880/16.6727645,coordinate_fallback,,,leder
12349400,<= 20 meter,30319724,,,,Vandringsled,Barmarksled,,,Långängarna (2001176),2001176,1507,294.517591359229,"{""OBJECTID"": 12349400, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30319724"", ""LEDNAMN"": null, ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Långängarna (2001176)"", ""SKYDDATOMRADE_ID"": ""2001176"", ""LEDLANGD"": 1507, ""SHAPE.LEN"": 294.517591359229}",16.67473927654617,60.603846990932766,LineString,294.5175913602263,0.0,https://www.openstreetmap.org/?mlat=60.6038470&mlon=16.6747393#map=18/60.6038470/16.6747393,coordinate_fallback,,,leder
12351593,Okänd noggrannhet,30310937,,,Blå,Vandringsled,Barmarksled,,,Stuverydsbäcken (2014724),2014724,2614,2614.09858354921,"{""OBJECTID"": 12351593, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30310937"", ""LEDNAMN"": null, ""BESKRIVNING"": null, ""LEDMARKERING"": ""Blå"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Stuverydsbäcken (2014724)"", ""SKYDDATOMRADE_ID"": ""2014724"", ""LEDLANGD"": 2614, ""SHAPE.LEN"": 2614.09858354921}",15.229266144780409,57.65517330830939,LineString,2614.098583548897,0.0,https://www.openstreetmap.org/?mlat=57.6551733&mlon=15.2292661#map=18/57.6551733/15.2292661,coordinate_fallback,,,leder
12345156,Okänd noggrannhet,30310959,Nissastigen,,,Vandringsled,Barmarksled,,,Dumme mosse (2001428),2001428,2918,2918.14406162848,"{""OBJECTID"": 12345156, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30310959"", ""LEDNAMN"": ""Nissastigen"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Dumme mosse (2001428)"", ""SKYDDATOMRADE_ID"": ""2001428"", ""LEDLANGD"": 2918, ""SHAPE.LEN"": 2918.14406162848}",14.037644647850916,57.741045103575544,LineString,2918.144061628228,0.0,https://www.openstreetmap.org/?mlat=57.7410451&mlon=14.0376446#map=18/57.7410451/14.0376446,coordinate_fallback,,,leder
12345822,<= 20 meter,30327894,,,,Vandringsled,Barmarksled,,,Våmhuskölen (2002464),2002464,5772,5772.4766675415,"{""OBJECTID"": 12345822, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30327894"", ""LEDNAMN"": null, ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Våmhuskölen (2002464)"", ""SKYDDATOMRADE_ID"": ""2002464"", ""LEDLANGD"": 5772, ""SHAPE.LEN"": 5772.4766675415}",14.279180046928845,61.514414552239145,LineString,5772.476667541546,0.0,https://www.openstreetmap.org/?mlat=61.5144146&mlon=14.2791800#map=18/61.5144146/14.2791800,coordinate_fallback,,,leder
12345341,Okänd noggrannhet,30315464,Vandringsled Ljustjärnsskogen,,,Vandringsled,Barmarksled,,,Ljustjärnsskogen (2000003),2000003,780,780.366748670181,"{""OBJECTID"": 12345341, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30315464"", ""LEDNAMN"": ""Vandringsled Ljustjärnsskogen"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Ljustjärnsskogen (2000003)"", ""SKYDDATOMRADE_ID"": ""2000003"", ""LEDLANGD"": 780, ""SHAPE.LEN"": 780.366748670181}",14.859322204667986,59.9326268989871,LineString,780.3667486696166,0.0,https://www.openstreetmap.org/?mlat=59.9326269&mlon=14.8593222#map=18/59.9326269/14.8593222,coordinate_fallback,,,leder
12347510,Okänd noggrannhet,30315477,Vandringsled Mantorpsskogen,,,Vandringsled,Barmarksled,,,Mantorpsskogen (2000254),2000254,5173,4087.48789681263,"{""OBJECTID"": 12347510, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30315477"", ""LEDNAMN"": ""Vandringsled Mantorpsskogen"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Mantorpsskogen (2000254)"", ""SKYDDATOMRADE_ID"": ""2000254"", ""LEDLANGD"": 5173, ""SHAPE.LEN"": 4087.48789681263}",15.302766254043338,59.350468728563854,LineString,4087.487896810309,0.0,https://www.openstreetmap.org/?mlat=59.3504687&mlon=15.3027663#map=18/59.3504687/15.3027663,coordinate_fallback,,,leder
12347509,Okänd noggrannhet,30315477,Vandringsled Mantorpsskogen,,,Vandringsled,Barmarksled,,,Mantorpsskogen (2000254),2000254,5173,1085.3716608907,"{""OBJECTID"": 12347509, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30315477"", ""LEDNAMN"": ""Vandringsled Mantorpsskogen"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Mantorpsskogen (2000254)"", ""SKYDDATOMRADE_ID"": ""2000254"", ""LEDLANGD"": 5173, ""SHAPE.LEN"": 1085.3716608907}",15.303174787016307,59.35015039280183,LineString,1085.3716608892628,0.0,https://www.openstreetmap.org/?mlat=59.3501504&mlon=15.3031748#map=18/59.3501504/15.3031748,coordinate_fallback,,,leder
12354384,<= 20 meter,30232794,Stig,,,Omarkerad stig,Barmarksled,,,Stora Kärrs bokskog (2001382),2001382,267,112.219287357611,"{""OBJECTID"": 12354384, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30232794"", ""LEDNAMN"": ""Stig"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Omarkerad stig"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Stora Kärrs bokskog (2001382)"", ""SKYDDATOMRADE_ID"": ""2001382"", ""LEDLANGD"": 267, ""SHAPE.LEN"": 112.219287357611}",14.107137279544963,57.90509346497838,LineString,112.21928735659321,0.0,https://www.openstreetmap.org/?mlat=57.9050935&mlon=14.1071373#map=18/57.9050935/14.1071373,coordinate_fallback,,,leder
12354383,<= 20 meter,30232794,Stig,,,Omarkerad stig,Barmarksled,,,Stora Kärrs bokskog (2001382),2001382,267,155.063147658559,"{""OBJECTID"": 12354383, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30232794"", ""LEDNAMN"": ""Stig"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Omarkerad stig"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Stora Kärrs bokskog (2001382)"", ""SKYDDATOMRADE_ID"": ""2001382"", ""LEDLANGD"": 267, ""SHAPE.LEN"": 155.063147658559}",14.10620275714707,57.906125136524835,LineString,155.06314765920789,0.0,https://www.openstreetmap.org/?mlat=57.9061251&mlon=14.1062028#map=18/57.9061251/14.1062028,coordinate_fallback,,,leder
12345352,<= 20 meter,30311476,Vandringsled vid besöksområde Svälinge,Vandringsled vid besöksområde Svälinge,,Vandringsled,Barmarksled,,,Tåkern (2001463),2001463,1842,1842.11140181757,"{""OBJECTID"": 12345352, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30311476"", ""LEDNAMN"": ""Vandringsled vid besöksområde Svälinge"", ""BESKRIVNING"": ""Vandringsled vid besöksområde Svälinge"", ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Tåkern (2001463)"", ""SKYDDATOMRADE_ID"": ""2001463"", ""LEDLANGD"": 1842, ""SHAPE.LEN"": 1842.11140181757}",14.841654119571722,58.38398000699713,LineString,1842.1114018160213,0.0,https://www.openstreetmap.org/?mlat=58.3839800&mlon=14.8416541#map=18/58.3839800/14.8416541,coordinate_fallback,,,leder
12345314,<= 20 meter,30311483,Stig till Hovs fågeltorn,Stig till Hovs fågeltorn,,Vandringsled,Barmarksled,,,Tåkern (2001463),2001463,174,174.016547649075,"{""OBJECTID"": 12345314, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30311483"", ""LEDNAMN"": ""Stig till Hovs fågeltorn"", ""BESKRIVNING"": ""Stig till Hovs fågeltorn"", ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Tåkern (2001463)"", ""SKYDDATOMRADE_ID"": ""2001463"", ""LEDLANGD"": 174, ""SHAPE.LEN"": 174.016547649075}",14.916449922769608,58.36314358717091,LineString,174.01654764996377,0.0,https://www.openstreetmap.org/?mlat=58.3631436&mlon=14.9164499#map=18/58.3631436/14.9164499,coordinate_fallback,,,leder
12353667,<= 20 meter,30311494,Vandringsled strandskogen naturum Tåkern,,,Vandringsled,Barmarksled,,,Tåkern (2001463),2001463,177,176.734476661986,"{""OBJECTID"": 12353667, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30311494"", ""LEDNAMN"": ""Vandringsled strandskogen naturum Tåkern"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Tåkern (2001463)"", ""SKYDDATOMRADE_ID"": ""2001463"", ""LEDLANGD"": 177, ""SHAPE.LEN"": 176.734476661986}",14.819343413283717,58.3316398799209,LineString,176.73447666217706,0.0,https://www.openstreetmap.org/?mlat=58.3316399&mlon=14.8193434#map=18/58.3316399/14.8193434,coordinate_fallback,,,leder
12347055,<= 20 meter,30311522,Vandringsleder,,,Vandringsled,Barmarksled,,,Svensksundsviken (2001729),2001729,2657,1494.00840704278,"{""OBJECTID"": 12347055, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30311522"", ""LEDNAMN"": ""Vandringsleder"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Svensksundsviken (2001729)"", ""SKYDDATOMRADE_ID"": ""2001729"", ""LEDLANGD"": 2657, ""SHAPE.LEN"": 1494.00840704278}",16.388033039088093,58.58529025446575,LineString,1494.0084070408657,0.0,https://www.openstreetmap.org/?mlat=58.5852903&mlon=16.3880330#map=18/58.5852903/16.3880330,coordinate_fallback,,,leder
12347054,<= 20 meter,30311522,Vandringsleder,,,Vandringsled,Barmarksled,,,Svensksundsviken (2001729),2001729,2657,960.40568306702,"{""OBJECTID"": 12347054, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30311522"", ""LEDNAMN"": ""Vandringsleder"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Svensksundsviken (2001729)"", ""SKYDDATOMRADE_ID"": ""2001729"", ""LEDLANGD"": 2657, ""SHAPE.LEN"": 960.40568306702}",16.382795612542356,58.5870359625599,LineString,960.4056830664811,0.0,https://www.openstreetmap.org/?mlat=58.5870360&mlon=16.3827956#map=18/58.5870360/16.3827956,coordinate_fallback,,,leder
12344507,<= 20 meter,30311522,Vandringsleder,,,Vandringsled,Barmarksled,,,Svensksundsviken (2001729),2001729,2657,202.439416775352,"{""OBJECTID"": 12344507, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30311522"", ""LEDNAMN"": ""Vandringsleder"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Svensksundsviken (2001729)"", ""SKYDDATOMRADE_ID"": ""2001729"", ""LEDLANGD"": 2657, ""SHAPE.LEN"": 202.439416775352}",16.39289474472797,58.589188902243535,LineString,202.43941677464295,0.0,https://www.openstreetmap.org/?mlat=58.5891889&mlon=16.3928947#map=18/58.5891889/16.3928947,coordinate_fallback,,,leder
12345131,<= 20 meter,30311992,,,,Vandringsled,Barmarksled,,,Draven (2002339),2002339,3346,3346.12525673787,"{""OBJECTID"": 12345131, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30311992"", ""LEDNAMN"": null, ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Draven (2002339)"", ""SKYDDATOMRADE_ID"": ""2002339"", ""LEDLANGD"": 3346, ""SHAPE.LEN"": 3346.12525673787}",13.664822386013592,57.16152451483703,LineString,3346.1252567379156,0.0,https://www.openstreetmap.org/?mlat=57.1615245&mlon=13.6648224#map=18/57.1615245/13.6648224,coordinate_fallback,,,leder
12346208,>20-50 meter,30317583,,,,Vandringsled,Barmarksled,,,Ryttarhagen (2002619),2002619,889,888.551579764107,"{""OBJECTID"": 12346208, ""GEOMETRIKVALITET"": "">20-50 meter"", ""LED_ID"": ""30317583"", ""LEDNAMN"": null, ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Ryttarhagen (2002619)"", ""SKYDDATOMRADE_ID"": ""2002619"", ""LEDLANGD"": 889, ""SHAPE.LEN"": 888.551579764107}",18.367130710043703,59.89036333608423,LineString,888.5515797618021,0.0,https://www.openstreetmap.org/?mlat=59.8903633&mlon=18.3671307#map=18/59.8903633/18.3671307,coordinate_fallback,,,leder
12344541,<= 20 meter,30312442,vandringsled spång,800 meter vandringsled som tar dig torrskodd (träspänger) runt i Hagebyhögas rikkärr. Tre självstängade grindar passeras. ,,Vandringsled,Barmarksled,,,Hagebyhöga (2001455),2001455,799,88.0851295193916,"{""OBJECTID"": 12344541, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30312442"", ""LEDNAMN"": ""vandringsled spång"", ""BESKRIVNING"": ""800 meter vandringsled som tar dig torrskodd (träspänger) runt i Hagebyhögas rikkärr. Tre självstängade grindar passeras. "", ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Hagebyhöga (2001455)"", ""SKYDDATOMRADE_ID"": ""2001455"", ""LEDLANGD"": 799, ""SHAPE.LEN"": 88.0851295193916}",14.947832306854961,58.46699433480645,LineString,88.08512951965656,0.0,https://www.openstreetmap.org/?mlat=58.4669943&mlon=14.9478323#map=18/58.4669943/14.9478323,coordinate_fallback,,,leder
12349436,<= 20 meter,30312442,vandringsled spång,800 meter vandringsled som tar dig torrskodd (träspänger) runt i Hagebyhögas rikkärr. Tre självstängade grindar passeras. ,,Vandringsled,Barmarksled,,,Hagebyhöga (2001455),2001455,799,711.10568684076,"{""OBJECTID"": 12349436, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30312442"", ""LEDNAMN"": ""vandringsled spång"", ""BESKRIVNING"": ""800 meter vandringsled som tar dig torrskodd (träspänger) runt i Hagebyhögas rikkärr. Tre självstängade grindar passeras. "", ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Hagebyhöga (2001455)"", ""SKYDDATOMRADE_ID"": ""2001455"", ""LEDLANGD"": 799, ""SHAPE.LEN"": 711.10568684076}",14.945965011428775,58.46735799297744,LineString,711.1056868403997,0.0,https://www.openstreetmap.org/?mlat=58.4673580&mlon=14.9459650#map=18/58.4673580/14.9459650,coordinate_fallback,,,leder
12345326,<= 20 meter,30316554,Siljansnäs Lilla naturstigen,,,Naturstig,Barmarksled,,,Siljansnäs (2002508),2002508,305,304.805368338616,"{""OBJECTID"": 12345326, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30316554"", ""LEDNAMN"": ""Siljansnäs Lilla naturstigen"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Naturstig"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Siljansnäs (2002508)"", ""SKYDDATOMRADE_ID"": ""2002508"", ""LEDLANGD"": 305, ""SHAPE.LEN"": 304.805368338616}",14.853257191450071,60.78991446556991,LineString,304.80536833880825,0.0,https://www.openstreetmap.org/?mlat=60.7899145&mlon=14.8532572#map=18/60.7899145/14.8532572,coordinate_fallback,,,leder
12345758,<= 20 meter,30311944,Norsholm led till slottsholmen Munkeboda,,,Vandringsled,Barmarksled,,,Norsholm (2001732),2001732,86,86.2785690621373,"{""OBJECTID"": 12345758, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30311944"", ""LEDNAMN"": ""Norsholm led till slottsholmen Munkeboda"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Norsholm (2001732)"", ""SKYDDATOMRADE_ID"": ""2001732"", ""LEDLANGD"": 86, ""SHAPE.LEN"": 86.2785690621373}",15.967490782012902,58.51301157595154,LineString,86.27856906258805,0.0,https://www.openstreetmap.org/?mlat=58.5130116&mlon=15.9674908#map=18/58.5130116/15.9674908,coordinate_fallback,,,leder
12345763,<= 20 meter,30311945,Norsholm vandringled reservatet och fornborgarna,,,Vandringsled,Barmarksled,,,Norsholm (2001732),2001732,1935,1934.55375546381,"{""OBJECTID"": 12345763, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30311945"", ""LEDNAMN"": ""Norsholm vandringled reservatet och fornborgarna"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Norsholm (2001732)"", ""SKYDDATOMRADE_ID"": ""2001732"", ""LEDLANGD"": 1935, ""SHAPE.LEN"": 1934.55375546381}",15.96095570923699,58.513746740813154,LineString,1934.553755462236,0.0,https://www.openstreetmap.org/?mlat=58.5137467&mlon=15.9609557#map=18/58.5137467/15.9609557,coordinate_fallback,,,leder
12347413,<= 20 meter,30316904,,,,Vandringsled,Barmarksled,,,Gammelstilla-Bredmossens domänreservat (2000300),2000300,1025,830.608038306609,"{""OBJECTID"": 12347413, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30316904"", ""LEDNAMN"": null, ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Gammelstilla-Bredmossens domänreservat (2000300)"", ""SKYDDATOMRADE_ID"": ""2000300"", ""LEDLANGD"": 1025, ""SHAPE.LEN"": 830.608038306609}",16.641527908614943,60.411674862295214,LineString,830.6080383050547,0.0,https://www.openstreetmap.org/?mlat=60.4116749&mlon=16.6415279#map=18/60.4116749/16.6415279,coordinate_fallback,,,leder
12347412,<= 20 meter,30316904,,,,Vandringsled,Barmarksled,,,Gammelstilla-Bredmossens domänreservat (2000300),2000300,1025,112.829889056471,"{""OBJECTID"": 12347412, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30316904"", ""LEDNAMN"": null, ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Gammelstilla-Bredmossens domänreservat (2000300)"", ""SKYDDATOMRADE_ID"": ""2000300"", ""LEDLANGD"": 1025, ""SHAPE.LEN"": 112.829889056471}",16.644941061909623,60.41262253066701,LineString,112.82988905638865,0.0,https://www.openstreetmap.org/?mlat=60.4126225&mlon=16.6449411#map=18/60.4126225/16.6449411,coordinate_fallback,,,leder
12347411,<= 20 meter,30316904,,,,Vandringsled,Barmarksled,,,Gammelstilla-Bredmossens domänreservat (2000300),2000300,1025,81.1221749671879,"{""OBJECTID"": 12347411, ""GEOMETRIKVALITET"": ""<= 20 meter"", ""LED_ID"": ""30316904"", ""LEDNAMN"": null, ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Gammelstilla-Bredmossens domänreservat (2000300)"", ""SKYDDATOMRADE_ID"": ""2000300"", ""LEDLANGD"": 1025, ""SHAPE.LEN"": 81.1221749671879}",16.645519632411325,60.41344593520426,LineString,81.12217496685784,0.0,https://www.openstreetmap.org/?mlat=60.4134459&mlon=16.6455196#map=18/60.4134459/16.6455196,coordinate_fallback,,,leder
12345342,>20-50 meter,30232628,Vandringsled,Delvis besvärlig terräng och mycket brant stigning i sydöstra delen av leden. Norra delen är lättare att gå på.,Blå,Vandringsled,Barmarksled,,,Gåeryds rasbranter (2002330),2002330,615,615.11766717731,"{""OBJECTID"": 12345342, ""GEOMETRIKVALITET"": "">20-50 meter"", ""LED_ID"": ""30232628"", ""LEDNAMN"": ""Vandringsled"", ""BESKRIVNING"": ""Delvis besvärlig terräng och mycket brant stigning i sydöstra delen av leden. Norra delen är lättare att gå på."", ""LEDMARKERING"": ""Blå"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Gåeryds rasbranter (2002330)"", ""SKYDDATOMRADE_ID"": ""2002330"", ""LEDLANGD"": 615, ""SHAPE.LEN"": 615.11766717731}",14.354048643965676,57.31591299323139,LineString,615.1176671761149,0.0,https://www.openstreetmap.org/?mlat=57.3159130&mlon=14.3540486#map=18/57.3159130/14.3540486,coordinate_fallback,,,leder
12345612,Okänd noggrannhet,30314274,Markerad stig,,Orange markering,Vandringsled,Barmarksled,,,Jämmerdalen (2002999),2002999,1974,1974.31653830243,"{""OBJECTID"": 12345612, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30314274"", ""LEDNAMN"": ""Markerad stig"", ""BESKRIVNING"": null, ""LEDMARKERING"": ""Orange markering"", ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Jämmerdalen (2002999)"", ""SKYDDATOMRADE_ID"": ""2002999"", ""LEDLANGD"": 1974, ""SHAPE.LEN"": 1974.31653830243}",15.118736834518181,59.903682794363,LineString,1974.316538300737,0.0,https://www.openstreetmap.org/?mlat=59.9036828&mlon=15.1187368#map=18/59.9036828/15.1187368,coordinate_fallback,,,leder
12347485,Okänd noggrannhet,30314275,Vandringsled Kaljoxadalen,,,Vandringsled,Barmarksled,,,Kaljoxadalen (2003015),2003015,16656,275.818319990921,"{""OBJECTID"": 12347485, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30314275"", ""LEDNAMN"": ""Vandringsled Kaljoxadalen"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Kaljoxadalen (2003015)"", ""SKYDDATOMRADE_ID"": ""2003015"", ""LEDLANGD"": 16656, ""SHAPE.LEN"": 275.818319990921}",14.78464846917597,59.9183562357531,LineString,275.8183199910817,0.0,https://www.openstreetmap.org/?mlat=59.9183562&mlon=14.7846485#map=18/59.9183562/14.7846485,coordinate_fallback,,,leder
12347484,Okänd noggrannhet,30314275,Vandringsled Kaljoxadalen,,,Vandringsled,Barmarksled,,,Kaljoxadalen (2003015),2003015,16656,68.0263045280256,"{""OBJECTID"": 12347484, ""GEOMETRIKVALITET"": ""Okänd noggrannhet"", ""LED_ID"": ""30314275"", ""LEDNAMN"": ""Vandringsled Kaljoxadalen"", ""BESKRIVNING"": null, ""LEDMARKERING"": null, ""LEDTYP"": ""Vandringsled"", ""LEDKATEGORI"": ""Barmarksled"", ""STATLIGLED"": null, ""STATLIGLED_ID"": null, ""SKYDDATOMRADE"": ""Kaljoxadalen (2003015)"", ""SKYDDATOMRADE_ID"": ""2003015"", ""LEDLANGD"": 16656, ""SHAPE.LEN"": 68.0263045280256}",14.78472957891923,59.916970668843895,LineString,68.02630452916068,0.0,https://www.openstreetmap.org/?mlat=59.9169707&mlon=14.7847296#map=18/59.9169707/14.7847296,coordinate_fallback,,,leder
